Gene,Scaffold,Chromosome,ZorA,Non.sites,Syn.sites,pN,pS,dN,dS,SPM.Female
Msex2.06973,scaffold00165,1,Z,489.333333333333,140.666666666667,2,4,0,7,0.388166129559009
Msex2.06974,scaffold00165,1,Z,2325.33333333333,656.666666666667,7,13,5,8,0.50160723437427
Msex2.06975,scaffold00165,1,Z,2074,617,4,11,9,12,0.520739869372464
Msex2.06976,scaffold00165,1,Z,1525,443,4,14,9,14,0.250213453568965
Msex2.06977,scaffold00165,1,Z,8586,2508,8,18,16,21,0.624628298775177
Msex2.06978,scaffold00165,1,Z,42801.6666666667,12080.3333333333,18,6,98,3,0.459289389696104
Msex2.06979,scaffold00165,1,Z,1165.66666666667,331.333333333333,1,3,12,14,0.573373087431826
Msex2.06980,scaffold00165,1,Z,1193.66666666667,321.333333333333,4,0,7,1,0.442436014186314
Msex2.06981,scaffold00165,1,Z,1793.66666666667,540.333333333333,8,15,27,41,0.519269758822171
Msex2.06982,scaffold00165,1,Z,574.333333333333,172.666666666667,0,3,2,15,0.899957703786095
Msex2.06983,scaffold00165,1,Z,149,40,5,2,0,0,0
Msex2.06984,scaffold00159,5,A,6832.66666666667,2080.33333333333,25,12,2,4,0.537994372666346
Msex2.06985,scaffold00159,5,A,652.666666666667,181.333333333333,3,6,1,1,0.376003434771861
Msex2.06986,scaffold00159,5,A,11444,3406,90,32,24,4,0.810981464127873
Msex2.06987,scaffold00159,5,A,608.333333333333,180.666666666667,13,14,3,3,0.828260151865302
Msex2.06988,scaffold00159,5,A,2560,692,24,28,6,9,0.25103734439834
Msex2.06989,scaffold00159,5,A,1737.66666666667,506.333333333333,49,29,11,5,0.268636668905305
Msex2.06990,scaffold00159,5,A,1764.33333333333,539.666666666667,44,15,9,12,0.322026699102602
Msex2.06991,scaffold00159,5,A,2520,738,9,16,1,8,0.146018878297963
Msex2.06992,scaffold00159,5,A,904.666666666667,241.333333333333,12,6,3,3,0.0128978389469971
Msex2.06993,scaffold00159,5,A,258.666666666667,56.3333333333333,2,2,3,1,0.450647145764037
Msex2.06994,scaffold00159,5,A,8814,2457,108,27,28,9,0.600681775799687
Msex2.06995,scaffold00159,5,A,1992,636,17,27,6,6,0.541652379775062
Msex2.06996,scaffold00159,5,A,481,152,11,3,5,0,0.503060481313419
Msex2.06997,scaffold00159,5,A,6340,1916,25,23,11,6,0.637619823243233
Msex2.06998,scaffold00159,5,A,672,198,6,3,3,3,0.424171835362255
Msex2.06999,scaffold00159,5,A,1052.33333333333,285.666666666667,14,9,5,10,0.650184866854461
Msex2.07000,scaffold00159,5,A,8440.66666666667,2404.33333333333,88,58,35,11,0.586155220362199
Msex2.07001,scaffold00159,5,A,3320.33333333333,765.666666666666,17,14,5,4,0.410640338194526
Msex2.07002,scaffold00159,5,A,7157.66666666667,2274.33333333333,55,6,17,4,0.430493051998305
Msex2.07003,scaffold00159,5,A,453.666666666667,131.333333333333,2,11,2,4,0.686725889331044
Msex2.07004,scaffold00159,5,A,1056.66666666667,344.333333333333,1,3,1,2,0.999969145853992
Msex2.07005,scaffold00159,5,A,349,116,0,1,8,2,0.283556620693401
Msex2.07006,scaffold00159,5,A,1430.66666666667,429.333333333333,33,11,2,4,7.8987412733479e-06
Msex2.07007,scaffold00159,5,A,1067.33333333333,303.666666666667,4,4,6,5,0.19639338226168
Msex2.07008,scaffold00159,5,A,4553.66666666667,1257.33333333333,52,24,27,22,0.147979263728548
Msex2.07009,scaffold00159,5,A,1832.33333333333,582.666666666667,37,9,19,6,0.00435028594223235
Msex2.07010,scaffold00159,5,A,381.666666666667,110.333333333333,0,2,6,6,0.0142527488723131
Msex2.07011,scaffold00159,5,A,381.333333333333,110.666666666667,0,2,5,4,0.0283424065128973
Msex2.07012,scaffold00159,5,A,1497.33333333333,428.666666666667,16,2,11,1,0.524189650754315
Msex2.07013,scaffold00159,5,A,485,118,7,11,1,2,0.568101946356839
Msex2.07014,scaffold00159,5,A,168.666666666667,38.3333333333333,4,0,2,0,0.47612037127768
Msex2.07015,scaffold00159,5,A,987.333333333333,257.666666666667,4,7,5,3,0.617936107538948
Msex2.07016,scaffold00159,5,A,1413.33333333333,401.666666666667,23,17,10,10,0.292320290118176
Msex2.07017,scaffold00159,5,A,940.333333333333,274.666666666667,29,2,18,2,0.421553104918627
Msex2.07018,scaffold00159,5,A,2060.66666666667,525.333333333333,13,17,6,18,1.97496491786797e-06
Msex2.07019,scaffold00163,15,A,1309.33333333333,373.666666666667,19,13,4,0,0.506467457722687
Msex2.07020,scaffold00163,15,A,0,0,0,0,0,0,0
Msex2.07021,scaffold00163,15,A,812.666666666667,243.333333333333,6,2,8,0,0.517477317484911
Msex2.07022,scaffold00163,15,A,739.333333333333,190.666666666667,12,2,3,4,0.708872604273838
Msex2.07023,scaffold00163,15,A,1541.66666666667,462.333333333333,9,0,10,2,0.612351610045168
Msex2.07024,scaffold00163,15,A,1004.33333333333,300.666666666667,6,10,5,4,0.449774599713199
Msex2.07025,scaffold00163,15,A,2589,726,33,35,17,17,0.38449901912295
Msex2.07026,scaffold00163,15,A,2660,757,1,0,3,4,0.921055983262657
Msex2.07027,scaffold00163,15,A,3885.66666666667,1097.33333333333,6,0,8,3,0.866660187914739
Msex2.07028,scaffold00163,15,A,3905.33333333333,1095.66666666667,3,0,5,7,0.71450985471798
Msex2.07029,scaffold00163,15,A,3749.33333333333,1050.66666666667,2,1,17,23,0.68765237425418
Msex2.07030,scaffold00163,15,A,386.333333333333,90.6666666666666,15,6,4,6,NA
Msex2.07031,scaffold00163,15,A,2661.66666666667,749.333333333333,24,29,21,17,0.829488420582322
Msex2.07032,scaffold00163,15,A,2466.66666666667,665.333333333333,27,12,8,9,0.719101123595505
Msex2.07033,scaffold00163,15,A,2629.66666666667,736.333333333333,26,20,16,14,0.951236031154758
Msex2.07034,scaffold00163,15,A,470,133,9,2,8,0,0.567213307363882
Msex2.07035,scaffold00163,15,A,1030.66666666667,283.333333333333,3,6,3,4,0.974346966809951
Msex2.07036,scaffold00163,15,A,314.333333333333,90.6666666666666,7,2,1,1,0.0757588052286497
Msex2.07037,scaffold00163,15,A,5613.33333333333,1694.66666666667,39,17,25,32,0.539675080561185
Msex2.07038,scaffold00163,15,A,1633,470,13,8,18,21,0.656430567366665
Msex2.07039,scaffold00163,15,A,851,274,2,1,16,0,0.644558419221206
Msex2.07040,scaffold00163,15,A,1603.33333333333,412.666666666667,2,3,3,1,0.230521725038797
Msex2.07041,scaffold00163,15,A,6440,2170,22,13,55,11,0.638930512510214
Msex2.07042,scaffold00163,15,A,654.333333333333,170.666666666667,2,1,3,13,0.212434296375222
Msex2.07043,scaffold00163,15,A,11742.6666666667,3500.33333333333,10,10,36,31,0.503713277101056
Msex2.07044,scaffold00163,15,A,1029.33333333333,317.666666666667,4,1,0,7,0.582999442894836
Msex2.07045,scaffold00163,15,A,10838.3333333333,3693.66666666667,23,10,50,35,0.469468840329627
Msex2.07046,scaffold00163,15,A,2221.33333333333,589.666666666667,6,5,17,17,0.464936990605264
Msex2.07047,scaffold00163,15,A,2302,668,12,10,26,31,0.00580352672971637
Msex2.07048,scaffold00163,15,A,1044,291,0,3,0,12,0.432284406592896
Msex2.07049,scaffold00163,15,A,21296.3333333333,6738.66666666667,13,14,27,28,0.605169460125431
Msex2.07050,scaffold00163,15,A,287,64,1,2,1,4,0.468760047042011
Msex2.07051,scaffold00163,15,A,464,139,3,5,3,5,0.465390802299557
Msex2.07052,scaffold00163,15,A,555.333333333333,167.666666666667,0,2,0,9,0.548400732224636
Msex2.07053,scaffold00163,15,A,9574,2561,20,6,69,26,0.602068061824168
Msex2.07054,scaffold00163,15,A,1728.66666666667,527.333333333333,16,11,33,23,1.21848304152374e-05
Msex2.07055,scaffold00177,4,A,749.666666666667,249.333333333333,7,17,1,1,0.477852940826976
Msex2.07056,scaffold00177,4,A,7309.66666666667,2326.33333333333,41,74,6,2,0.427507388991978
Msex2.07057,scaffold00177,4,A,1048.33333333333,322.666666666667,23,25,2,3,0.796489779088355
Msex2.07058,scaffold00177,4,A,2523,747,18,38,6,30,0.0651500182175531
Msex2.07059,scaffold00177,4,A,1363,362,42,14,12,2,0.383669851314435
Msex2.07060,scaffold00177,4,A,1547.66666666667,435.333333333333,57,23,18,8,0.565993528157257
Msex2.07061,scaffold00177,4,A,5022.66666666667,1337.33333333333,39,33,13,12,0.557774287267443
Msex2.07062,scaffold00177,4,A,343.666666666667,106.333333333333,5,5,7,0,0.578992115858452
Msex2.07063,scaffold00177,4,A,449.333333333333,108.666666666667,13,7,5,1,0.821621810567386
Msex2.07064,scaffold00177,4,A,647.333333333333,183.666666666667,19,8,5,7,0.0213788685425407
Msex2.07065,scaffold00177,4,A,1860.66666666667,578.333333333333,4,24,4,7,3.71832231366212e-06
Msex2.07066,scaffold00177,4,A,1556.66666666667,501.333333333333,9,11,5,5,0.000155315205892784
Msex2.07067,scaffold00177,4,A,1033.66666666667,331.333333333333,5,11,3,7,0.754660610785525
Msex2.07068,scaffold00177,4,A,2592.66666666667,821.333333333333,32,30,6,7,0.814662745936072
Msex2.07069,scaffold00177,4,A,2968.66666666667,955.333333333333,23,65,6,16,0.559054190883625
Msex2.07070,scaffold00177,4,A,7923.66666666667,2285.33333333333,32,16,27,3,0.625339574181017
Msex2.07071,scaffold00177,4,A,732.333333333333,182.666666666667,16,22,5,7,0.640283065589201
Msex2.07072,scaffold00177,4,A,5110,1676,9,47,1,27,0.901994507349324
Msex2.07073,scaffold00177,4,A,256.333333333333,85.6666666666666,11,2,1,0,0.786836714465076
Msex2.07074,scaffold00177,4,A,652.666666666667,226.333333333333,0,0,0,0,0.576272525724904
Msex2.07075,scaffold00177,4,A,270.333333333333,86.6666666666666,0,0,6,3,0.996582613794916
Msex2.07076,scaffold00167,22,A,361,95,8,6,2,0,0.498894758833425
Msex2.07077,scaffold00167,22,A,2158,584,39,12,9,0,0.623335762384116
Msex2.07078,scaffold00167,22,A,356,97,0,0,2,2,0.826109076434418
Msex2.07079,scaffold00167,22,A,1583.66666666667,420.333333333333,16,6,8,1,0.435168704427234
Msex2.07080,scaffold00167,22,A,1189.66666666667,331.333333333333,7,22,4,7,0.957049212891692
Msex2.07081,scaffold00167,22,A,1101,354,11,17,2,5,0.409305563260266
Msex2.07082,scaffold00167,22,A,505,152,14,5,0,0,0.258589593625639
Msex2.07083,scaffold00167,22,A,2008,620,24,6,13,4,0.524601100652854
Msex2.07084,scaffold00167,22,A,1982,586,23,20,7,6,0.518405123503952
Msex2.07085,scaffold00167,22,A,976,263,31,7,5,3,3.31245285873202e-06
Msex2.07086,scaffold00167,22,A,4340.66666666667,1176.33333333333,98,31,71,13,5.33978201007417e-06
Msex2.07087,scaffold00167,22,A,703,230,7,26,1,9,0.443983359308577
Msex2.07088,scaffold00167,22,A,1790.66666666667,519.333333333333,7,14,2,10,0.549377439061009
Msex2.07089,scaffold00167,22,A,3252.66666666667,839.333333333333,17,21,6,8,0.001508540082284
Msex2.07090,scaffold00167,22,A,504.666666666667,161.333333333333,5,3,1,2,0.246153846153846
Msex2.07091,scaffold00167,22,A,1044,300,2,13,0,10,0.234083849586309
Msex2.07092,scaffold00167,22,A,490.666666666667,163.333333333333,4,3,12,3,0.771692839647359
Msex2.07093,scaffold00167,22,A,3295.33333333333,880.666666666666,10,12,3,10,0.444736850326911
Msex2.07094,scaffold00167,22,A,530.333333333333,144.666666666667,0,7,0,3,0.42655612964753
Msex2.07095,scaffold00167,22,A,1013.66666666667,249.333333333333,10,25,10,19,0.963050153531218
Msex2.07096,scaffold00167,22,A,2772.66666666667,845.333333333333,3,20,4,18,0.000611328877325428
Msex2.07097,scaffold00167,22,A,5407.33333333333,1702.66666666667,7,8,6,7,0.467929318080153
Msex2.07098,scaffold00167,22,A,4661,1285,25,13,0,1,0.422220916670185
Msex2.07099,scaffold00167,22,A,1549.33333333333,430.666666666667,31,6,25,7,0.57314326678026
Msex2.07100,scaffold00167,22,A,531.666666666667,131.333333333333,5,11,6,5,0.362275182695001
Msex2.07101,scaffold00167,22,A,678,171,8,14,0,0,0.217232277555645
Msex2.07102,scaffold00167,22,A,3162.33333333333,1034.66666666667,24,37,12,22,0.587847116975992
Msex2.07103,scaffold00167,22,A,697.666666666667,223.333333333333,0,0,0,0,0.456428214312902
Msex2.07104,scaffold00167,22,A,1017.33333333333,275.666666666667,26,18,10,13,0.060803884770572
Msex2.07105,scaffold00167,22,A,450,135,13,7,5,4,0.000285307154173983
Msex2.07106,scaffold00167,22,A,1323.33333333333,380.666666666667,12,14,6,5,0.543434438139985
Msex2.07107,scaffold00167,22,A,516.333333333333,143.666666666667,19,5,10,10,0.162925416364953
Msex2.07108,scaffold00167,22,A,818,211,1,0,22,7,0.189498965470266
Msex2.07109,scaffold00167,22,A,651,216,14,5,14,5,0.173479237281947
Msex2.07110,scaffold00168,13,A,421.666666666667,115.333333333333,4,15,2,2,0.0287403376619335
Msex2.07111,scaffold00168,13,A,377.333333333333,96.6666666666666,5,5,1,2,0.000392482477837823
Msex2.07112,scaffold00168,13,A,837.666666666667,221.333333333333,11,7,1,2,3.01334661437952e-05
Msex2.07113,scaffold00168,13,A,1192.66666666667,433.333333333333,5,17,3,4,5.98805282779558e-05
Msex2.07114,scaffold00168,13,A,22064.6666666667,6705.33333333333,21,16,7,4,0.367738639930241
Msex2.07115,scaffold00168,13,A,2112,573,25,4,16,11,0.133760753776458
Msex2.07116,scaffold00168,13,A,5730,1902,23,48,10,14,0.574179701199517
Msex2.07117,scaffold00168,13,A,1037,295,0,10,0,6,0.539779311541823
Msex2.07118,scaffold00168,13,A,1411.33333333333,376.666666666667,3,2,5,9,0.586032075502878
Msex2.07119,scaffold00168,13,A,3000,726,10,8,16,8,0.659929453118959
Msex2.07120,scaffold00168,13,A,936.666666666667,272.333333333333,0,6,0,1,0.540198360368813
Msex2.07121,scaffold00168,13,A,1065.33333333333,287.666666666667,3,3,10,0,0.712175278785092
Msex2.07122,scaffold00168,13,A,729,183,3,0,0,1,0.469306026208071
Msex2.07123,scaffold00168,13,A,651.666666666667,179.333333333333,10,7,3,2,0.524932094617072
Msex2.07124,scaffold00168,13,A,8795,2404,38,47,42,113,0.605328126443841
Msex2.07125,scaffold00168,13,A,6311.33333333333,1920.66666666667,64,18,18,10,0.680309290805194
Msex2.07126,scaffold00168,13,A,2932,764,52,40,0,0,0.125368447558248
Msex2.07127,scaffold00168,13,A,1612.33333333333,340.666666666667,46,23,26,13,0.00548749368151927
Msex2.07128,scaffold00178,4,A,5477.33333333333,1341.66666666667,7,0,2,0,0.532365804474259
Msex2.07129,scaffold00178,4,A,19855.3333333333,5137.66666666667,23,10,10,5,0.602029454123648
Msex2.07130,scaffold00178,4,A,279.666666666667,80.3333333333333,0,2,1,1,0.345341208436258
Msex2.07131,scaffold00178,4,A,484,146,3,3,4,1,0.379327266211469
Msex2.07132,scaffold00178,4,A,848,274,8,2,16,0,0.987573444856205
Msex2.07133,scaffold00178,4,A,2492.66666666667,645.333333333333,16,6,11,11,0.451803933053546
Msex2.07134,scaffold00178,4,A,2860.66666666667,715.333333333333,10,2,15,5,0.622560578371916
Msex2.07135,scaffold00178,4,A,7428.66666666667,1994.33333333333,15,3,8,2,0.592057106409057
Msex2.07136,scaffold00178,4,A,1096,314,0,2,0,4,0.510398002563395
Msex2.07137,scaffold00178,4,A,553.333333333333,136.666666666667,3,3,5,6,0.342140201893893
Msex2.07138,scaffold00178,4,A,549.666666666667,128.333333333333,0,4,5,10,0.199314645804586
Msex2.07139,scaffold00178,4,A,1747.66666666667,523.333333333333,7,5,16,4,0.259820677553187
Msex2.07140,scaffold00178,4,A,336.333333333333,74.6666666666666,1,0,1,3,0.591026372591848
Msex2.07141,scaffold00178,4,A,2677,719,6,6,19,26,0.748645829580319
Msex2.07142,scaffold00178,4,A,3823.33333333333,1132.66666666667,16,6,16,35,0.58942409910494
Msex2.07143,scaffold00178,4,A,8361.33333333333,2345.66666666667,9,8,24,9,0.184018548700818
Msex2.07144,scaffold00178,4,A,487,125,0,1,4,0,0.577962690491384
Msex2.07145,scaffold00178,4,A,851,217,1,0,3,1,0.44405284130596
Msex2.07146,scaffold00178,4,A,3217.66666666667,1036.33333333333,10,2,32,28,0.755807738851555
Msex2.07147,scaffold00178,4,A,7318.66666666667,2437.33333333333,5,3,43,30,0.85604764459583
Msex2.07148,scaffold00178,4,A,675.666666666667,188.333333333333,0,0,2,9,0.447079076846557
Msex2.07149,scaffold00178,4,A,1376.33333333333,363.666666666667,3,8,0,20,0.46079631646221
Msex2.07150,scaffold00178,4,A,1316.66666666667,378.333333333333,12,3,15,6,0.571307994278317
Msex2.07151,scaffold00178,4,A,2041.33333333333,610.666666666667,3,14,9,32,0.458051022366291
Msex2.07152,scaffold00178,4,A,496,134,4,3,5,8,0.880708165680473
Msex2.07153,scaffold00178,4,A,4191,1206,6,9,16,8,0.486863218109429
Msex2.07154,scaffold00178,4,A,19293,5778,11,10,21,11,0.260748450398806
Msex2.07155,scaffold00178,4,A,940,266,3,0,28,6,0.223549821829275
Msex2.07156,scaffold00178,4,A,410.666666666667,111.333333333333,1,1,5,2,0.606607665080583
Msex2.07157,scaffold00178,4,A,303,81,0,1,1,0,0.586685319337033
Msex2.07158,scaffold00178,4,A,1164,330,10,11,5,12,0.451088895908209
Msex2.07159,scaffold00171,18,A,475.666666666667,139.333333333333,1,18,0,4,0.485932212438603
Msex2.07160,scaffold00171,18,A,12704,3673,173,47,14,7,0.696331718916582
Msex2.07161,scaffold00171,18,A,628.666666666667,181.333333333333,9,9,2,1,0.151788621936815
Msex2.07162,scaffold00171,18,A,334.666666666667,100.333333333333,0,6,0,1,0.556418435982054
Msex2.07163,scaffold00171,18,A,7254.66666666667,2096.33333333333,12,21,2,4,0.545992826522876
Msex2.07164,scaffold00171,18,A,416.666666666667,102.333333333333,13,9,6,2,0
Msex2.07165,scaffold00171,18,A,32558,9184,73,78,32,32,0.63796810373692
Msex2.07166,scaffold00171,18,A,458,124,10,13,1,2,0.522751861867118
Msex2.07167,scaffold00171,18,A,368.333333333333,96.6666666666666,2,4,3,2,0.724341725588157
Msex2.07168,scaffold00171,18,A,12102.6666666667,3833.33333333333,26,25,12,16,0.596973932787025
Msex2.07169,scaffold00171,18,A,1131.66666666667,344.333333333333,6,12,0,4,0.643617286625656
Msex2.07170,scaffold00171,18,A,450.666666666667,131.333333333333,6,1,2,12,0.640129078416929
Msex2.07171,scaffold00171,18,A,624.333333333333,176.666666666667,15,6,10,4,0.62080660407298
Msex2.07172,scaffold00171,18,A,2148,555,13,48,11,22,0.433461358947957
Msex2.07173,scaffold00171,18,A,2497,797,33,26,15,7,0.297269238776534
Msex2.07174,scaffold00171,18,A,524.333333333333,147.666666666667,12,13,6,5,0.502901641340245
Msex2.07175,scaffold00171,18,A,9225.33333333333,2873.66666666667,153,186,47,60,0.682493267596383
Msex2.07176,scaffold00169,9,A,324.333333333333,92.6666666666666,5,8,0,0,3.65964027931839e-05
Msex2.07177,scaffold00169,9,A,1040,310,25,9,4,9,0.732992299935414
Msex2.07178,scaffold00169,9,A,861,240,29,16,2,3,0.788944918123263
Msex2.07179,scaffold00169,9,A,6838.66666666667,1978.33333333333,18,8,10,7,0.634458269674995
Msex2.07180,scaffold00169,9,A,257.666666666667,72.3333333333333,1,2,0,7,0.410393924704074
Msex2.07181,scaffold00169,9,A,2203.33333333333,634.666666666667,11,15,5,13,0.434876871137599
Msex2.07182,scaffold00169,9,A,1139,283,11,4,14,8,0.0130263393061738
Msex2.07183,scaffold00169,9,A,4049.33333333333,1203.66666666667,30,1,17,2,0.7149442956592
Msex2.07184,scaffold00169,9,A,7637.33333333333,1839.66666666667,44,4,68,7,0.570310950855107
Msex2.07185,scaffold00169,9,A,3164.33333333333,936.666666666666,38,36,28,19,0.658976073314685
Msex2.07186,scaffold00169,9,A,439,125,1,8,2,6,0.549318432030643
Msex2.07187,scaffold00169,9,A,817.333333333333,223.666666666667,0,0,0,0,0.727772822711901
Msex2.07188,scaffold00169,9,A,1000,260,9,6,12,14,0.486806862089948
Msex2.07189,scaffold00169,9,A,656,202,14,1,17,3,0.582800625216986
Msex2.07190,scaffold00169,9,A,1253.66666666667,375.333333333333,32,10,16,16,0.533826939766838
Msex2.07191,scaffold00169,9,A,1379,391,47,24,20,16,0.00822770073384244
Msex2.07192,scaffold00169,9,A,6101.33333333333,1860.66666666667,31,21,26,16,0.110517845853729
Msex2.07193,scaffold00169,9,A,3831.33333333333,1076.66666666667,29,35,15,14,0.42306257841674
Msex2.07194,scaffold00173,18,A,4260.66666666667,1217.33333333333,64,12,14,2,0.371241855066524
Msex2.07195,scaffold00173,18,A,513,135,6,9,4,1,0.588165969439758
Msex2.07196,scaffold00173,18,A,4400.66666666667,1296.33333333333,7,48,3,61,0.610999297756438
Msex2.07197,scaffold00173,18,A,1141.33333333333,361.666666666667,11,12,2,9,0.231025160656513
Msex2.07198,scaffold00173,18,A,1272.66666666667,356.333333333333,5,21,5,18,0.663611130346346
Msex2.07199,scaffold00173,18,A,1551,447,25,18,7,6,0.872452830188679
Msex2.07200,scaffold00173,18,A,288.666666666667,92.3333333333333,0,0,0,0,0.393289083192392
Msex2.07201,scaffold00173,18,A,904,248,2,1,6,6,0.585790497981007
Msex2.07202,scaffold00173,18,A,3206,868,2,4,5,6,0.750657912604787
Msex2.07203,scaffold00173,18,A,258.666666666667,65.3333333333333,3,1,4,1,0.560312881443184
Msex2.07204,scaffold00174,20,A,9617.33333333333,2778.66666666667,16,27,4,4,0.625511700565737
Msex2.07205,scaffold00174,20,A,1189.33333333333,304.666666666667,19,24,2,3,0.524975876593755
Msex2.07206,scaffold00174,20,A,703,176,16,17,1,4,0.614077741906775
Msex2.07207,scaffold00174,20,A,971.333333333333,228.666666666667,6,3,2,0,0.577050527518112
Msex2.07208,scaffold00174,20,A,220.333333333333,55.6666666666667,1,0,0,0,0.516014433161501
Msex2.07209,scaffold00174,20,A,789.333333333333,236.666666666667,13,7,2,0,3.72367119562601e-05
Msex2.07210,scaffold00174,20,A,344.333333333333,75.6666666666666,14,11,0,0,0.260080163868107
Msex2.07211,scaffold00174,20,A,570.666666666667,143.333333333333,6,16,1,1,0.303919485604273
Msex2.07212,scaffold00174,20,A,608,205,9,27,0,4,0.590721203938667
Msex2.07213,scaffold00174,20,A,587.333333333333,156.666666666667,12,3,0,0,0.885847408270239
Msex2.07214,scaffold00174,20,A,8312,2389,52,124,19,46,0.777407605225199
Msex2.07215,scaffold00174,20,A,317.333333333333,81.6666666666666,3,4,2,3,0
Msex2.07216,scaffold00174,20,A,8196,2271,62,32,81,37,0.471665636341783
Msex2.07217,scaffold00174,20,A,19005.6666666667,5423.33333333333,35,71,33,44,0.0487895070490313
Msex2.07218,scaffold00174,20,A,955.666666666667,286.333333333333,12,10,13,6,0.511731518302352
Msex2.07219,scaffold00174,20,A,314,88,4,7,5,2,0.610627329476752
Msex2.07220,scaffold00174,20,A,796.666666666667,250.333333333333,7,15,5,6,0.571269736906576
Msex2.07221,scaffold00174,20,A,791,253,9,9,11,5,0.781506404812846
Msex2.07222,scaffold00174,20,A,1371.66666666667,425.333333333333,12,44,8,21,0.63704009642156
Msex2.07223,scaffold00174,20,A,1856,538,28,40,16,19,0.82509330674208
Msex2.07224,scaffold00174,20,A,3619.66666666667,1231.33333333333,52,19,30,9,0.516425254052754
Msex2.07225,scaffold00174,20,A,2057.33333333333,663.666666666667,18,9,7,5,0.616308628443201
Msex2.07226,scaffold00174,20,A,7932,2184,105,56,46,21,0.999944119588959
Msex2.07227,scaffold00164,6,A,1907.33333333333,528.666666666667,2,9,1,0,0.859285523670984
Msex2.07228,scaffold00164,6,A,2132,526,26,21,9,10,0
Msex2.07229,scaffold00164,6,A,1638,486,8,16,4,4,0.341021154881971
Msex2.07230,scaffold00164,6,A,0,0,0,0,0,0,1
Msex2.07231,scaffold00164,6,A,4571.66666666667,1308.33333333333,3,7,3,11,0.601944289832813
Msex2.07232,scaffold00164,6,A,0,0,0,0,0,0,NA
Msex2.07233,scaffold00164,6,A,2552,712,19,10,14,8,NA
Msex2.07234,scaffold00164,6,A,1236.33333333333,326.666666666667,16,7,10,3,1
Msex2.07235,scaffold00164,6,A,1039.33333333333,274.666666666667,4,0,8,1,0.999989000800743
Msex2.07236,scaffold00164,6,A,774,204,8,12,6,12,0.554383651944627
Msex2.07237,scaffold00164,6,A,1715.33333333333,456.666666666667,14,33,2,9,NA
Msex2.07238,scaffold00164,6,A,3152.66666666667,921.333333333333,4,11,2,24,0.539474889466966
Msex2.07239,scaffold00164,6,A,327.333333333333,86.6666666666666,0,3,0,8,0.334313182620052
Msex2.07240,scaffold00164,6,A,413.333333333333,120.666666666667,2,5,2,5,0.504894014969046
Msex2.07241,scaffold00164,6,A,991.666666666667,247.333333333333,11,5,11,6,0.565604483786556
Msex2.07242,scaffold00164,6,A,2874,774,7,5,9,4,0.434088235553185
Msex2.07243,scaffold00164,6,A,910,266,12,7,16,12,0.449385187197458
Msex2.07244,scaffold00164,6,A,1319.66666666667,384.333333333333,2,15,1,19,0.542557353720579
Msex2.07245,scaffold00164,6,A,912,264,11,6,4,4,0.609784186983698
Msex2.07246,scaffold00164,6,A,1660,461,23,53,1,32,0.509075271791296
Msex2.07247,scaffold00164,6,A,298,71,1,3,0,3,0.395649921055018
Msex2.07248,scaffold00164,6,A,3612.66666666667,935.333333333333,112,36,38,20,0.17517165304459
Msex2.07249,scaffold00164,6,A,1886.66666666667,543.333333333333,11,13,5,7,0.463503237014079
Msex2.07250,scaffold00164,6,A,581.666666666667,144.333333333333,13,5,22,2,1.60762050029278e-05
Msex2.07251,scaffold00164,6,A,271.666666666667,82.3333333333333,2,0,3,0,0.662728625707501
Msex2.07252,scaffold00164,6,A,314,82,0,1,2,3,0.341806420731003
Msex2.07253,scaffold00164,6,A,775.666666666667,226.333333333333,19,6,16,10,0.375297755180546
Msex2.07254,scaffold00164,6,A,737.333333333333,204.666666666667,3,2,9,3,0.702361323686995
Msex2.07255,scaffold00164,6,A,401.666666666667,126.333333333333,5,3,4,0,0.745230378147772
Msex2.07256,scaffold00180,14,A,3318.66666666667,905.333333333333,78,55,8,7,0.614848176822756
Msex2.07257,scaffold00180,14,A,20243.3333333333,7161.66666666667,24,4,42,6,0.466937628832528
Msex2.07258,scaffold00180,14,A,2511.33333333333,749.666666666667,38,14,7,4,0.294603072811925
Msex2.07259,scaffold00180,14,A,2460.33333333333,722.666666666667,22,35,3,7,0.96292910960795
Msex2.07260,scaffold00180,14,A,1125.66666666667,281.333333333333,27,29,6,4,0.302304475044895
Msex2.07261,scaffold00180,14,A,2394.66666666667,659.333333333333,3,14,7,23,0.455623391384787
Msex2.07261,scaffold00180,14,A,2394.66666666667,659.333333333333,3,14,7,23,0.455623391384787
Msex2.07262,scaffold00180,14,A,729,243,16,10,0,2,0.406293028933853
Msex2.07263,scaffold00180,14,A,520,146,14,5,9,3,4.53968685673612e-05
Msex2.07264,scaffold00180,14,A,4397.33333333333,1224.66666666667,59,55,13,21,0.000158697985039926
Msex2.07265,scaffold00180,14,A,2960.66666666667,867.333333333333,12,40,5,4,0.469442802211836
Msex2.07266,scaffold00180,14,A,3115,923,38,14,57,4,0.702753727515816
Msex2.07267,scaffold00180,14,A,1981.33333333333,574.666666666667,37,38,11,13,0.592262698268582
Msex2.07268,scaffold00180,14,A,298.666666666667,85.3333333333333,4,1,3,3,0.591678368737606
Msex2.07269,scaffold00180,14,A,1022.66666666667,309.333333333333,17,4,9,3,0.68576529784126
Msex2.07270,scaffold00180,14,A,3023,976,60,76,28,28,0.424739166650214
Msex2.07271,scaffold00180,14,A,1845.33333333333,554.666666666667,17,31,4,11,0.608714609575316
